event_id,customer_id,order_id,event_timestamp,event_type,session_id,device_type,zone_context,api_latency_ms,success_flag,app_event_failed,high_latency_event
AE00158,C0444,O00239,2024-05-01 10:17:00,track_order,S64444,android,south,558,1,0,1
AE00159,C0057,O01073,2025-10-10 01:20:00,search_route,S80676,android,south,100,1,0,0
AE00160,C0351,,2025-09-12 22:47:00,chat_opened,S51613,android,central,264,1,0,0
AE00161,C0308,O00031,2024-06-16 16:40:00,search_route,S73430,ios,east,635,1,0,1
AE00162,C0277,,2024-10-19 12:25:00,cancel_attempt,S90878,ios,riverside,477,1,0,1
AE00163,C0159,O00703,2025-05-30 03:46:00,search_route,S29863,android,south,586,1,0,1
AE00164,C0028,O00547,2025-10-13 18:52:00,eta_refresh,S21845,android,west,330,1,0,1
AE00165,C0211,O01203,2024-11-20 00:04:00,track_order,S42312,ios,west,141,1,0,0
AE00166,C0152,,2024-08-21 15:08:00,chat_escalated,S45482,ios,south,60,1,0,0
AE00167,C0327,,2024-05-24 08:39:00,track_order,S97782,android,central,450,1,0,1
AE00168,C0428,O00991,2024-11-13 12:22:00,track_order,S94225,android,central,160,1,0,0
AE00169,C0236,O01007,2025-09-20 00:31:00,payment_retry,S31565,android,airport,252,1,0,0
AE00170,C0602,,2025-05-24 11:07:00,track_order,S40147,ios,west,642,1,0,1
AE00171,C0219,,2024-12-05 01:18:00,chat_opened,S45451,ios,airport,659,1,0,1
AE00172,C0636,,2024-10-27 02:36:00,eta_refresh,S15954,ios,west,564,1,0,1
AE00173,C0604,O00323,2024-05-12 11:14:00,eta_refresh,S59591,web,west,772,1,0,1
AE00174,C0516,,2024-10-17 18:43:00,track_order,S79217,ios,west,418,1,0,1
AE00175,C0027,O00040,2025-03-22 09:30:00,chat_opened,S27542,ios,north,828,1,0,1
AE00176,C0443,O00475,2025-04-19 23:45:00,track_order,S99435,ios,east,530,1,0,1
AE00177,C0431,,2025-10-20 04:30:00,chat_opened,S90018,android,airport,338,1,0,1
AE00178,C0022,,2024-05-23 05:09:00,delivery_instruction_update,S15462,android,east,186,1,0,0
AE00179,C0634,O00605,2024-04-20 23:19:00,delivery_instruction_update,S52206,android,north,231,1,0,0
AE00180,C0003,O00599,2024-04-05 22:39:00,cancel_attempt,S48720,android,airport,282,1,0,0
AE00181,C0602,,2024-08-15 12:23:00,chat_opened,S38965,ios,east,413,1,0,1
AE00182,C0438,O01213,2025-04-26 09:51:00,eta_refresh,S29723,android,west,328,1,0,1
AE00183,C0227,,2024-04-07 12:16:00,payment_retry,S65322,ios,riverside,76,1,0,0
AE00184,C0383,O00290,2025-06-28 12:11:00,eta_refresh,S10919,android,airport,673,1,0,1
AE00185,C0540,O00636,2024-01-01 04:02:00,payment_retry,S50299,web,east,550,1,0,1
AE00186,C0297,O00033,2024-01-09 21:50:00,delivery_instruction_update,S98196,web,airport,811,1,0,1
AE00187,C0500,,2024-04-03 04:53:00,track_order,S84399,ios,riverside,516,1,0,1
AE00188,C0576,,2025-03-10 15:20:00,chat_opened,S72332,ios,south,376,1,0,1
AE00189,C0491,O00686,2024-08-03 12:43:00,chat_opened,S98299,ios,central,320,1,0,1
AE00190,C0006,O00220,2024-12-25 13:57:00,track_order,S89254,web,west,407,1,0,1
AE00191,C0559,O00582,2024-03-06 18:13:00,search_route,S57395,android,ctr,304,1,0,1
AE00192,C0415,O00091,2025-04-04 13:39:00,eta_refresh,S25456,web,riverside,238,1,0,0
AE00193,C0558,O00320,2024-08-10 19:31:00,payment_retry,S70607,ios,airport,1701,1,0,1
AE00194,C0502,,2025-04-13 13:31:00,track_order,S92171,web,riverside,291,1,0,0
AE00195,C0182,O00489,2024-02-12 12:39:00,track_order,S88300,ios,riverside,553,1,0,1
AE00196,C0308,O01227,2024-07-18 11:53:00,payment_retry,S74695,ios,airport,280,0,1,0
AE00197,C0287,,2024-01-05 09:57:00,track_order,S12792,ios,south,222,1,0,0
AE00198,C0229,,2025-11-10 12:31:00,payment_retry,S61126,ios,riverside,321,1,0,1
AE00199,C0458,O00502,2025-03-05 09:23:00,track_order,S54839,android,east,794,1,0,1
AE00200,C0422,O00420,2025-11-13 01:11:00,eta_refresh,S20454,android,riverside,574,1,0,1
AE00201,C0139,O00783,2024-08-12 08:07:00,eta_refresh,S79498,android,west,60,1,0,0
AE00202,C0190,O00008,2024-12-31 22:36:00,track_order,S46827,android,riverside,747,1,0,1
AE00203,C0050,O01110,2024-11-28 23:16:00,eta_refresh,S88874,ios,north,792,1,0,1
AE00204,C0370,O00390,2025-10-21 12:12:00,search_route,S14150,ios,airport,414,1,0,1
AE00205,C0565,O01188,2025-12-02 17:43:00,search_route,S65549,ios,west,521,1,0,1
AE00206,C0540,O00860,2025-08-10 13:22:00,track_order,S41049,ios,central,423,1,0,1
AE00207,C0611,O00360,2025-09-30 05:26:00,track_order,S85216,ios,north,443,1,0,1
AE00208,C0492,O00439,2024-07-18 08:06:00,delivery_instruction_update,S14892,ios,east,729,1,0,1
AE00209,C0311,O00549,2025-06-25 21:11:00,search_route,S69288,ios,east,479,1,0,1
AE00210,C0066,O00764,2025-10-17 10:22:00,track_order,S97799,android,north,610,1,0,1
AE00211,C0154,O00597,2025-03-10 18:31:00,chat_opened,S23758,ios,north,273,1,0,0
AE00212,C0050,O00656,2024-12-09 02:17:00,chat_escalated,S30429,web,airport,474,0,1,1
AE00213,C0165,O00825,2025-12-31 01:59:00,cancel_attempt,S21498,android,west,337,1,0,1
AE00214,C0036,O00929,2024-11-19 16:32:00,chat_escalated,S95975,ios,central,60,1,0,0
AE00215,C0408,,2024-11-04 12:36:00,eta_refresh,S99032,web,riverside,753,1,0,1
AE00216,C0353,O00689,2025-02-15 06:05:00,track_order,S56502,android,west,193,1,0,0
AE00217,C0489,O00452,2024-04-22 18:38:00,track_order,S41923,ios,east,523,1,0,1
AE00218,C0638,O00997,2024-07-11 07:41:00,search_route,S93085,android,airport,137,1,0,0
AE00219,C0495,O00473,2024-11-06 10:57:00,cancel_attempt,S46630,ios,central,371,1,0,1
AE00220,C0469,O00413,2025-10-02 15:05:00,search_route,S61687,ios,airport,1046,1,0,1
AE00221,C0309,O01074,2025-08-16 01:12:00,delivery_instruction_update,S93181,android,west,584,1,0,1
AE00222,C0511,O00539,2024-09-13 09:38:00,search_route,S16455,android,west,606,1,0,1
AE00223,C0506,,2025-01-05 02:35:00,eta_refresh,S19581,android,riverside,717,1,0,1
AE00224,C0611,,2025-12-03 15:48:00,chat_escalated,S69785,android,north,433,1,0,1
AE00225,C0105,O00659,2025-07-03 18:05:00,search_route,S69038,android,south,401,1,0,1
AE00226,C0259,O00918,2025-07-10 21:37:00,track_order,S12105,android,central,581,1,0,1
AE00227,C0194,O00918,2024-06-11 02:54:00,delivery_instruction_update,S26318,ios,riverside,241,1,0,0
AE00228,C0220,O01213,2024-03-18 10:58:00,track_order,S31464,android,north,261,1,0,0
AE00229,C0392,O00450,2024-01-29 03:08:00,track_order,S32859,ios,riverside,484,1,0,1
AE00230,C0467,O00698,2025-06-02 00:55:00,payment_retry,S79237,web,west,368,1,0,1
AE00231,C0375,O00188,2024-02-28 00:09:00,chat_opened,S62538,ios,riverside,394,1,0,1
AE00232,C0475,O00336,2025-06-10 10:39:00,chat_opened,S19410,ios,north,614,1,0,1
AE00233,C0144,O00990,2025-09-06 23:35:00,search_route,S25207,web,south,440,1,0,1
AE00234,C0447,O00068,2025-05-16 04:24:00,search_route,S16617,ios,central,718,1,0,1
AE00235,C0102,O00065,2024-07-28 16:08:00,track_order,S32192,android,east,531,1,0,1
AE00236,C0215,O00722,2024-08-23 22:05:00,payment_retry,S66874,ios,airport,478,1,0,1
AE00237,C0375,O00581,2024-05-26 13:58:00,eta_refresh,S75980,android,east,339,1,0,1
AE00238,C0611,O00098,2024-10-30 02:43:00,delivery_instruction_update,S27480,web,airport,321,1,0,1
AE00239,C0291,O00746,2025-03-15 03:20:00,chat_escalated,S83143,ios,riverside,215,1,0,0
AE00240,C0109,O00771,2025-12-08 03:46:00,chat_opened,S68728,android,ctr,895,1,0,1
AE00241,C0024,O00814,2024-06-28 06:51:00,chat_opened,S22478,ios,riverside,624,1,0,1
AE00242,C0070,O00627,2024-04-18 10:54:00,delivery_instruction_update,S59972,ios,central,792,1,0,1
AE00243,C0217,O00878,2024-07-05 13:59:00,chat_opened,S89574,android,north,646,1,0,1
AE00244,C0355,O01236,2024-02-17 00:42:00,chat_escalated,S49312,android,east,487,0,1,1
AE00245,C0159,O00570,2025-06-25 22:42:00,search_route,S22380,web,south,757,1,0,1
AE00246,C0173,O00188,2025-09-26 08:26:00,search_route,S73690,ios,east,490,1,0,1
AE00247,C0056,,2025-05-04 18:58:00,delivery_instruction_update,S49126,android,east,734,1,0,1
AE00248,C0558,O01118,2024-02-14 07:02:00,payment_retry,S95292,ios,riverside,488,1,0,1
AE00249,C0120,,2025-10-20 11:10:00,payment_retry,S60781,android,south,591,0,1,1
AE00250,C0409,,2024-03-20 14:32:00,delivery_instruction_update,S80264,web,riverside,553,1,0,1
AE00251,C0623,O00162,2024-02-16 23:07:00,payment_retry,S96369,android,central,375,1,0,1
AE00252,C0202,O00936,2024-04-24 05:08:00,track_order,S97343,ios,airport,278,1,0,0
AE00253,C0485,O01098,2025-12-13 20:05:00,chat_escalated,S76383,android,west,799,1,0,1
AE00254,C0419,O00265,2024-03-19 05:42:00,track_order,S69799,ios,east,543,1,0,1
AE00255,C0563,O00972,2024-04-11 10:46:00,payment_retry,S15134,android,central,376,1,0,1
AE00256,C0447,O00220,2025-10-08 16:41:00,delivery_instruction_update,S35671,android,south,466,1,0,1
AE00257,C0643,,2025-07-16 12:39:00,eta_refresh,S34258,ios,ctr,545,1,0,1
AE00258,C0489,O00812,2025-09-24 21:15:00,payment_retry,S53794,web,riverside,60,0,1,0
AE00259,C0055,O01208,2025-06-21 16:57:00,delivery_instruction_update,S66374,ios,west,247,1,0,0
AE00260,C0109,O00932,2024-10-25 12:28:00,cancel_attempt,S74608,web,airport,350,1,0,1
AE00261,C0433,O00167,2025-02-10 10:12:00,search_route,S51615,android,riverside,236,1,0,0
AE00262,C0079,O00532,2024-12-21 16:48:00,search_route,S78668,web,east,392,1,0,1
AE00263,C0330,O01163,2024-02-14 18:08:00,track_order,S98156,web,riverside,60,1,0,0
AE00264,C0134,,2024-02-25 19:03:00,track_order,S46151,ios,west,60,1,0,0
AE00265,C0192,O01137,2024-11-06 03:00:00,chat_opened,S53981,android,central,1240,1,0,1
AE00266,C0378,O00856,2024-12-12 10:44:00,search_route,S22322,android,airport,536,1,0,1
AE00267,C0473,,2024-09-19 05:09:00,eta_refresh,S55731,ios,riverside,542,1,0,1
AE00268,C0377,O01202,2024-05-04 16:58:00,eta_refresh,S22564,ios,west,429,1,0,1
AE00269,C0325,O00863,2025-08-15 22:29:00,delivery_instruction_update,S64498,android,riverside,304,1,0,1
AE00270,C0578,O00326,2025-09-09 01:15:00,chat_opened,S29661,android,airport,503,1,0,1
AE00271,C0322,O01193,2025-10-19 21:23:00,search_route,S43982,web,north,627,1,0,1
AE00272,C0338,O01203,2025-03-02 04:57:00,eta_refresh,S33897,ios,east,190,1,0,0
AE00273,C0433,O01067,2024-05-28 05:11:00,track_order,S48118,web,riverside,134,1,0,0
AE00274,C0049,O01167,2025-09-27 15:25:00,track_order,S94086,android,riverside,495,1,0,1
AE00275,C0485,O00676,2024-06-12 17:54:00,delivery_instruction_update,S57005,android,north,279,1,0,0
AE00276,C0111,O01221,2025-01-21 11:43:00,search_route,S73488,android,south,300,1,0,0
AE00277,C0580,O00409,2024-12-26 15:48:00,payment_retry,S59602,android,west,552,0,1,1
AE00278,C0337,O01073,2024-11-12 03:16:00,chat_opened,S88214,android,ctr,421,1,0,1
AE00279,C0112,O01215,2025-02-20 21:24:00,track_order,S90848,android,north,582,1,0,1
AE00280,C0456,O00907,2025-12-31 18:05:00,track_order,S12463,ios,north,251,1,0,0
AE00281,C0310,O00397,2024-03-06 12:05:00,search_route,S39460,android,south,457,1,0,1
AE00282,C0234,,2024-08-08 19:03:00,chat_opened,S29738,ios,west,1007,1,0,1
AE00283,C0589,O00589,2024-09-19 14:25:00,payment_retry,S32645,android,south,362,1,0,1
AE00284,C0604,O00371,2025-10-26 11:28:00,search_route,S76025,android,east,60,1,0,0
AE00285,C0440,O00539,2025-12-25 16:11:00,search_route,S17327,ios,airport,414,1,0,1
AE00286,C0358,,2024-02-18 07:54:00,search_route,S60811,ios,central,364,1,0,1
AE00287,C0573,O00074,2024-05-02 05:45:00,search_route,S30431,android,east,571,1,0,1
